Creature ID,Genome
192,"('HO', 5, 'MX', -0.04103227357120631);('IH', 'Gen', 6, -0.048695882319984785);('IH', 'Sg', 4, 0.0249911066381463);('IH', 'Lx', 0, -0.9838873417059191);('HO', 5, 'OSC', 0.9358446359796964);('HO', 0, 'MRL', -0.9486089220041942);('HO', 0, 'MY', -0.5434915196352317);('IH', 'BDx', 2, 0.8072354666111843);('HO', 2, 'Mrn', -0.9407006289971522);('HO', 2, 'MY', -0.32988743875874516);('HO', 3, 'Kill', 0.8314630684124262);('IH', 'Sg', 4, 0.3917400344003976);('IH', 'LMx', 3, 0.5762188470139917);('IH', 'Osc', 3, 0.7040544622400613);('IH', 'Lx', 6, -0.2279509236473216)"
193,"('IH', 'Gen', 3, -0.5624992913777696);('IH', 'Sg', 1, -0.8601761070061213);('IH', 'LMy', 4, -0.7981221763846533);('IH', 'Gen', 0, -0.045224495776811535);('IH', 'Pop', 5, -0.5007609267031898);('HO', 0, 'Kill', 0.263850790991246);('IH', 'LBf', 3, -0.10046989424935449);('IH', 'Plr', 2, 0.405249288567209);('IH', 'LPF', 6, 0.03646093966162578);('HO', 2, 'MRL', -0.9096393946277817);('HO', 1, 'Res', -0.4622430782950413);('IH', 'Age', 1, 0.9471880047264147);('IH', 'Blr', 6, 0.6543324535907546);('HO', 6, 'MX', -0.2464174499498104);('HO', 5, 'MY', -0.8818470003296086)"
194,"('HO', 4, 'SG', -0.34530639946747765);('HO', 3, 'OSC', 0.16929154953048142);('HO', 4, 'SG', -0.1224019971857806);('HO', 2, 'Kill', -0.5454253212471905);('IH', 'Pfd', 1, -0.7227833396722754);('IH', 'BDy', 6, 0.4066468863558228);('IH', 'LBf', 2, -0.079719026448408);('IH', 'Osc', 2, 0.6334345924470011);('IH', 'LMx', 4, 0.43495507853952775);('IH', 'Lx', 4, -0.09240937128595594);('IH', 'Osc', 3, 0.2566881480386938);('HO', 1, 'OSC', 0.3068150614484675);('HO', 0, 'Res', 0.894712778592399);('HO', 0, 'Kill', 0.7470008227383766);('IH', 'Sg', 6, 0.4340930349824723)"
195,"('IH', 'Gen', 5, 0.9287221107607968);('HO', 6, 'MX', -0.3915607220509896);('HO', 0, 'Mrv', -0.7305249878939599);('IH', 'Blr', 6, 0.6958433119930671);('IH', 'Lx', 3, -0.41811143047798915);('HO', 0, 'OSC', 0.9139603820339421);('HO', 2, 'MY', 0.6060321255048107);('IH', 'Blr', 0, 0.0737116874913133);('IH', 'BDy', 6, -0.6821870773352925);('HO', 3, 'SG', 0.3890190534544642);('IH', 'LPF', 0, 0.4217873891828372);('HO', 4, 'MX', -0.4980407625638539);('IH', 'Sir', 4, -0.7095710168830409);('IH', 'LBf', 3, -0.7072109908089201);('IH', 'Rnd', 2, 0.10295776748698326)"
196,"('HO', 4, 'MRL', 0.8359836988871017);('HO', 1, 'MRL', -0.10682534279441636);('IH', 'BDy', 3, -0.20327134254296486);('IH', 'Blr', 5, -0.6265162687900749);('HO', 1, 'Mfd', -0.2677432306069203);('IH', 'Gen', 1, -0.5967843202224377);('HO', 6, 'Res', -0.6735673764515864);('HO', 0, 'MRL', 0.9379340516192824);('IH', 'Sfd', 4, -0.033629932388036465);('IH', 'Sfd', 6, -0.29531215154544266);('IH', 'Gen', 6, 0.668116378397672);('IH', 'Pfd', 1, -0.38514420805234395);('IH', 'Lx', 6, 0.3099564912189712);('IH', 'Gen', 2, -0.8129548744839872);('HO', 3, 'SG', -0.37394148929963933)"
197,"('IH', 'Osc', 1, 0.4791689340655536);('HO', 6, 'Mrn', -0.17716348799058346);('HO', 4, 'LPD', 0.6839401053705845);('IH', 'Pfd', 2, 0.5591415233906678);('HO', 0, 'MRL', -0.5504964476522158);('HO', 6, 'MRL', 0.646878522077216);('HO', 0, 'Mfd', 0.8696518561244033);('HO', 0, 'Res', -0.3147550873957985);('IH', 'Blr', 4, -0.15120696147896306);('IH', 'Gen', 6, -0.7050132920101295);('IH', 'Pop', 5, -0.1686632644941295);('IH', 'BDy', 5, -0.19860782581356862);('IH', 'Blr', 1, 0.3849052356686631);('IH', 'LPF', 5, -0.30357228114480805);('HO', 2, 'Mrn', -0.09313130903186462)"
198,"('IH', 'Sfd', 0, -0.9714996199978034);('HO', 6, 'Mfd', 0.8136641929209705);('IH', 'Rnd', 1, -0.832770209112901);('IH', 'Osc', 0, 0.32404788451395095);('HO', 0, 'LPD', -0.7715378158623798);('HO', 6, 'MX', 0.8396546751312848);('HO', 2, 'Mfd', 0.4089245805694788);('HO', 2, 'Res', -0.4172070655274982);('HO', 3, 'Mrn', 0.3905517770893592);('IH', 'Ly', 0, 0.5117369666192886);('IH', 'Rnd', 3, 0.6915981034756515);('HO', 3, 'Res', -0.44416542216627697);('IH', 'Sg', 0, 0.9362286082242339);('HO', 4, 'OSC', -0.17227674024437878);('HO', 3, 'LPD', -0.565744182096416)"
199,"('IH', 'Sir', 2, 0.47214484945361623);('IH', 'LMx', 6, 0.9855423415489046);('HO', 4, 'Kill', -0.07766136604415719);('HO', 1, 'Mrn', 0.21085273618011757);('IH', 'LMy', 2, 0.7124794877983913);('IH', 'Ly', 0, -0.8451573563792698);('IH', 'BDy', 6, -0.880446655400297);('IH', 'Rnd', 6, 0.44212197646481366);('IH', 'Sir', 6, -0.6166022075825501);('IH', 'Lx', 5, 0.23605122649140498);('IH', 'BDy', 5, 0.8225438651214105);('HO', 1, 'MX', -0.71701107031008);('HO', 3, 'Res', -0.6613446918789099);('IH', 'LPF', 6, 0.9904797431667354);('HO', 3, 'OSC', -0.7461342485423805)"
200,"('HO', 4, 'Mrv', -0.3636831519765593);('HO', 2, 'Mrn', -0.6165665195983734);('IH', 'Age', 1, -0.6738957293197658);('IH', 'Gen', 4, 0.10404299276643258);('IH', 'Rnd', 0, 0.6911976920164558);('IH', 'Age', 3, -0.48535775944294834);('IH', 'Bfd', 3, -0.19402021184667317);('HO', 5, 'SG', -0.3068187245806633);('HO', 3, 'Mrv', -0.9577371972091129);('IH', 'Ly', 1, 0.8633088927795012);('HO', 6, 'SG', 0.21194054589441103);('IH', 'Bfd', 0, 0.337448127398271);('HO', 4, 'Mrv', -0.08733581953365266);('IH', 'Rnd', 3, -0.821580341084089);('IH', 'Sir', 2, -0.7707335608388797)"
201,"('HO', 0, 'LPD', 0.8120491043203131);('IH', 'Osc', 5, -0.7676491187911023);('IH', 'Rnd', 5, 0.6802863195877458);('IH', 'LMy', 1, -0.4000584256964266);('IH', 'BDy', 1, -0.5193198819820495);('IH', 'Pop', 0, 0.4875614761226241);('HO', 0, 'OSC', 0.49014627472084427);('IH', 'Rnd', 2, 0.04435427506052392);('IH', 'LMx', 6, -0.24811486031618757);('IH', 'Pfd', 4, 0.9601847718106498);('IH', 'LBf', 0, -0.7216983447848908);('HO', 1, 'MY', 0.8211935434891824);('IH', 'Pop', 3, -0.3051320915506295);('HO', 5, 'Res', 0.3676486775805219);('HO', 3, 'LPD', 0.6752598242546293)"
202,"('IH', 'Plr', 5, 0.9837781678695439);('IH', 'Sir', 4, 0.6673999988746444);('IH', 'Plr', 1, 0.8319849550964546);('IH', 'Osc', 2, 0.013011479638117107);('IH', 'Pfd', 1, -0.941628025862675);('HO', 1, 'Mrv', 0.7382451760184141);('IH', 'LPF', 5, -0.5749819220343331);('HO', 3, 'Kill', -0.36300479208130154);('IH', 'Age', 1, 0.9027035670053816);('HO', 0, 'Mrn', 0.29059370002032425);('IH', 'Ly', 0, 0.38731635261191677);('HO', 2, 'MX', 0.09548056907450952);('IH', 'Gen', 1, 0.37052949319527717);('IH', 'LBf', 1, -0.9846990840465517);('HO', 6, 'SG', 0.3772783159487969)"
203,"('IH', 'Sir', 1, 0.31446983053549626);('IH', 'Sg', 0, 0.1733181428866477);('HO', 6, 'Mrn', 0.055999110972193344);('IH', 'LBf', 1, 0.07990746573411145);('IH', 'Bfd', 4, -0.27636379835840175);('HO', 0, 'Mrn', 0.16905628322821675);('HO', 1, 'MY', 0.38177187767803766);('IH', 'LMy', 3, -0.8551695102646661);('HO', 0, 'Mfd', 0.5414066996546609);('IH', 'BD', 2, -0.10591386368139499);('HO', 5, 'Mfd', -0.0960470981925241);('IH', 'BDx', 1, 0.35280559842960324);('HO', 4, 'MRL', 0.09199000501439913);('HO', 0, 'Mfd', -0.2055916852159474);('HO', 3, 'Mfd', -0.48752773852685194)"
204,"('HO', 6, 'MRL', 0.6319471969309847);('HO', 2, 'LPD', -0.6495953460582551);('HO', 4, 'MX', -0.1174940252294292);('IH', 'Bfd', 6, -0.6333460324369982);('HO', 3, 'Res', 0.5067306620617469);('HO', 3, 'MRL', 0.9022074768004069);('IH', 'Blr', 1, 0.40043272823435383);('HO', 5, 'Res', -0.7853486543855215);('HO', 1, 'Mfd', -0.6747310654899983);('HO', 0, 'MRL', -0.13469713139672557);('IH', 'Pfd', 0, 0.7654155278004775);('IH', 'Pfd', 5, 0.15964946953431114);('HO', 1, 'MRL', 0.8221943059436132);('HO', 6, 'MX', -0.9749978762125509);('IH', 'LMx', 6, -0.31733903175153166)"
205,"('IH', 'Ly', 1, 0.7498620284059101);('HO', 0, 'MX', -0.029885791816469887);('HO', 6, 'OSC', -0.8482609581204636);('HO', 2, 'MX', -0.8839522697643167);('HO', 2, 'LPD', -0.004958002095679648);('IH', 'LPF', 2, 0.5548611308041012);('IH', 'LMy', 2, 0.6590304972535592);('HO', 2, 'MY', -0.13954213264059634);('IH', 'Blr', 2, 0.011864844976942512);('IH', 'Ly', 3, -0.4861304399543649);('IH', 'BD', 6, 0.17084685438450364);('HO', 6, 'OSC', -0.31649281473974944);('HO', 1, 'MRL', -0.7257526772561851);('HO', 2, 'Mrv', -0.6396911026877048);('HO', 2, 'Mrn', -0.5475300027864067)"
206,"('HO', 0, 'SG', -0.060329923213665815);('HO', 5, 'MY', 0.8137753806046442);('HO', 0, 'Kill', -0.4993813051071334);('IH', 'Plr', 0, 0.881408470251958);('IH', 'Pfd', 6, 0.9016951287319548);('IH', 'LBf', 6, 0.6775629529133913);('IH', 'Blr', 5, 0.02910260142358556);('IH', 'Pfd', 0, 0.4875174457241884);('HO', 2, 'MX', 0.431738418156163);('HO', 6, 'Kill', -0.5009312339890946);('HO', 4, 'Mrn', -0.4737598945562336);('HO', 0, 'LPD', -0.2648694856702478);('HO', 3, 'MRL', -0.5732611732643018);('HO', 3, 'LPD', 0.04086307640869613);('IH', 'Sir', 5, 0.5081042288578068)"
207,"('HO', 2, 'MRL', 0.47391560672679556);('IH', 'Sg', 4, -0.014141832793091114);('HO', 3, 'MX', 0.8318787018315517);('IH', 'Pop', 2, -0.5661381373067091);('HO', 5, 'LPD', -0.34789164824208885);('HO', 3, 'SG', 0.5089277550186644);('IH', 'Ly', 0, 0.20549169899660402);('IH', 'Plr', 4, 0.7526729986294014);('IH', 'Lx', 2, -0.11766159099391649);('IH', 'BD', 5, -0.43397721692427527);('HO', 0, 'Mrv', -0.45798757227399967);('HO', 6, 'LPD', 0.1980381083347471);('HO', 2, 'SG', 0.4796563970195664);('HO', 2, 'Mrv', 0.7462687354901143);('IH', 'Blr', 2, 0.4672713495017382)"
208,"('IH', 'LBf', 5, -0.7305005975901853);('HO', 2, 'Kill', -0.8742600972778347);('HO', 3, 'Mrv', -0.7942069043545732);('IH', 'BDx', 1, -0.768265539492474);('IH', 'Pop', 0, 0.9126786618362759);('HO', 6, 'Mrn', 0.26105495396679945);('IH', 'BDx', 1, 0.21254922899391526);('IH', 'Rnd', 2, 0.1912190435424117);('IH', 'Sg', 3, 0.8238169889310434);('HO', 1, 'Mrn', -0.31266931919806096);('IH', 'LMy', 0, -0.09697296420483803);('IH', 'Lx', 3, -0.32759440396475115);('IH', 'Plr', 4, -0.528588383067838);('HO', 2, 'MY', -0.22023903035576375);('HO', 0, 'LPD', -0.8253502931217835)"
209,"('IH', 'Rnd', 4, -0.7155836350836837);('HO', 6, 'MX', 0.7371188107151867);('HO', 3, 'Mfd', 0.08910829350379346);('HO', 5, 'Mfd', -0.02313583895853899);('IH', 'Osc', 3, -0.16549114377260166);('IH', 'BDy', 2, 0.2961484243424397);('IH', 'BD', 4, 0.30058406951096717);('HO', 2, 'SG', -0.6116188773324895);('HO', 5, 'Mrn', 0.9794592567333948);('HO', 4, 'Kill', 0.7717316405178549);('IH', 'Pop', 5, 0.4056448096410794);('HO', 5, 'MX', 0.00465562966418287);('HO', 5, 'MRL', 0.6040291774250466);('IH', 'Sir', 2, 0.16143660926941195);('HO', 4, 'Mrv', 0.8061055846935141)"
210,"('IH', 'LMx', 6, -0.7037172319132465);('IH', 'Osc', 2, 0.566898571001339);('IH', 'BDy', 1, 0.2723983398918437);('IH', 'BD', 5, -0.018716092901179593);('IH', 'Pfd', 3, -0.4531171031769854);('IH', 'BDy', 5, -0.2171697619911579);('HO', 3, 'OSC', 0.8002927394628196);('HO', 0, 'MX', -0.7702181595660631);('HO', 5, 'MY', -0.3574340515165926);('HO', 4, 'MX', -0.8131824002613568);('HO', 2, 'SG', -0.1172672007467459);('IH', 'LMx', 4, 0.9353233966149141);('HO', 1, 'MY', 0.005332776125742011);('HO', 5, 'MRL', 0.6273095150475669);('IH', 'BDy', 1, 0.617646189525624)"
211,"('IH', 'Pfd', 5, -0.8124929681239677);('HO', 4, 'LPD', 0.6060776345729635);('IH', 'BDy', 5, -0.6961303866435273);('HO', 6, 'Kill', -0.12993152675706443);('IH', 'LMy', 3, 0.17680570837363296);('IH', 'LMx', 3, -0.4047405895725047);('IH', 'Sir', 1, 0.9678158966609782);('HO', 5, 'MY', -0.0511014300503958);('IH', 'BDx', 0, -0.4721144159645365);('IH', 'Rnd', 1, -0.5191917307164204);('HO', 2, 'SG', 0.6030475928705485);('HO', 2, 'MX', -0.6738709753227496);('HO', 5, 'Res', 0.039550431866159474);('HO', 2, 'MX', 0.7410680346979184);('IH', 'Sir', 1, -0.748794980647731)"
212,"('IH', 'Pop', 5, -0.8415737093552478);('HO', 0, 'MRL', 0.4005073530085659);('IH', 'Age', 2, -0.8159699226942849);('IH', 'Plr', 4, -0.2109713464227514);('IH', 'Pop', 0, 0.882788095956643);('IH', 'BDy', 1, 0.15712364293800052);('IH', 'Lx', 5, 0.5892254101984102);('HO', 4, 'LPD', 0.5773044080835716);('IH', 'Blr', 5, 0.7413058315304415);('HO', 6, 'LPD', -0.6636880185187113);('HO', 6, 'MRL', -0.6529165766812701);('IH', 'Pop', 0, 0.9404658082985495);('IH', 'Gen', 6, 0.477309910529748);('IH', 'LMx', 4, -0.28332806851664394);('IH', 'Plr', 4, 0.1213314257963769)"
213,"('IH', 'Gen', 0, 0.5744127261808971);('IH', 'Osc', 6, 0.44222318428534746);('HO', 2, 'Mrv', -0.6841466661267113);('IH', 'Bfd', 1, -0.5007578327572162);('HO', 2, 'SG', 0.12665722532321144);('HO', 2, 'MRL', 0.5834576257273156);('HO', 5, 'SG', 0.7635346476229772);('IH', 'Bfd', 2, -0.5839814013255193);('HO', 4, 'LPD', 0.6278402692199241);('IH', 'Pfd', 6, -0.42472780755122397);('IH', 'Blr', 3, -0.4866178457941197);('IH', 'BD', 6, 0.20864312788832207);('IH', 'Pfd', 0, 0.6341653479751981);('HO', 3, 'Mfd', -0.22948164628672285);('IH', 'Pop', 6, -0.9689401331782299)"
214,"('HO', 5, 'MX', 0.3927271339472078);('IH', 'Blr', 6, -0.31229139754808366);('IH', 'BDx', 5, 0.517962721936718);('HO', 4, 'MY', -0.9265933019529569);('IH', 'Blr', 4, 0.7386038388798015);('IH', 'Gen', 0, -0.8573617328303251);('IH', 'Pop', 0, 0.4592429884294116);('HO', 4, 'SG', -0.7841692964827209);('HO', 1, 'MY', 0.7417476382356087);('IH', 'Lx', 0, -0.48536691698787604);('HO', 5, 'MX', -0.8855158873941158);('HO', 4, 'MX', -0.3622548625522375);('IH', 'Sg', 6, 0.49911755973299465);('HO', 0, 'MY', 0.3731930362279996);('IH', 'Blr', 5, -0.7125682789914873)"
215,"('IH', 'Sir', 2, 0.4586194720538086);('IH', 'Pfd', 2, 0.7856448138423724);('IH', 'Blr', 6, -0.7657237058530042);('IH', 'Pop', 0, 0.5721570443195951);('HO', 3, 'Mrn', -0.27596352944332025);('HO', 5, 'Mfd', 0.8272906978351482);('IH', 'Lx', 2, -0.41338125579610274);('HO', 0, 'Mfd', 0.18426329540738284);('HO', 0, 'Mfd', 0.6571619673919908);('HO', 0, 'MX', -0.27398675679070594);('HO', 4, 'SG', 0.32872605167142943);('HO', 3, 'Kill', 0.18974529316208355);('IH', 'LBf', 2, 0.24063350456750254);('IH', 'Blr', 2, 0.5831634472755014);('HO', 6, 'MRL', -0.3601726735449937)"
216,"('IH', 'BDy', 5, -0.8552587686223545);('HO', 4, 'OSC', -0.6927348247651703);('HO', 0, 'MRL', -0.8858348075119709);('HO', 2, 'MY', -0.367505418896622);('HO', 3, 'Mrv', -0.11216735064338978);('IH', 'LPF', 2, -0.3172045040855138);('HO', 5, 'MX', 0.3205691472111549);('HO', 5, 'Mrn', -0.6717764653254821);('IH', 'Blr', 0, 0.8076856173047087);('HO', 3, 'MRL', -0.11688849559694714);('HO', 5, 'Mrv', 0.504515313347375);('HO', 4, 'Mrn', -0.6017918111065357);('HO', 4, 'MX', -0.5894974692831529);('HO', 4, 'OSC', 0.27037086263851307);('HO', 4, 'SG', -0.01126837273345882)"
217,"('IH', 'Age', 1, 0.5629252453533471);('HO', 4, 'Mrv', 0.7129580084683811);('HO', 2, 'OSC', -0.07848587059848366);('HO', 6, 'OSC', -0.5534338258558613);('HO', 0, 'OSC', -0.8723273380122958);('IH', 'LBf', 2, -0.6487236612925387);('HO', 5, 'LPD', 0.8488897684445549);('HO', 5, 'Kill', -0.4261874523715561);('IH', 'BDy', 1, 0.8566365011466051);('HO', 1, 'MY', 0.18220317623210636);('HO', 6, 'Kill', 0.8101993782010222);('HO', 6, 'SG', -0.8457299323582408);('HO', 6, 'Mrv', -0.0291986484402178);('HO', 5, 'Mfd', 0.5077125251647583);('IH', 'Sir', 0, -0.9545377732346816)"
218,"('HO', 2, 'Mrv', 0.10350473816468542);('HO', 6, 'Kill', 0.4615420563658281);('IH', 'Pfd', 3, -0.3959556685416392);('IH', 'Bfd', 4, 0.5784450484768064);('HO', 0, 'MX', 0.9197953436773307);('HO', 2, 'Kill', 0.16296189976025088);('IH', 'Ly', 6, -0.9257894939723135);('IH', 'Pfd', 2, -0.18612921890718925);('HO', 1, 'SG', -0.40267070262369686);('HO', 1, 'Mrv', 0.17914518764313803);('IH', 'Blr', 1, 0.021718049008765394);('IH', 'BDy', 5, 0.8670343890848227);('HO', 0, 'OSC', 0.3636660405003822);('HO', 1, 'MX', -0.6034177588997798);('IH', 'Pop', 5, -0.32922924303971857)"
219,"('IH', 'Sir', 2, 0.11328692403543572);('HO', 1, 'LPD', 0.4350424241772557);('IH', 'BDy', 2, -0.24848780488449074);('IH', 'Sfd', 3, -0.8682848183108414);('HO', 0, 'SG', 0.10039132042242116);('IH', 'LBf', 1, 0.16042094730016987);('HO', 1, 'Res', -0.8597837526444769);('IH', 'LMy', 2, -0.27136974549474235);('HO', 4, 'SG', -0.10641171640079805);('HO', 6, 'MRL', -0.9199545532304616);('HO', 2, 'Mrn', 0.5996745087432207);('HO', 1, 'Kill', -0.9514256365777138);('IH', 'Pop', 2, -0.8511043639513827);('HO', 1, 'Mfd', 0.8806656228516447);('IH', 'Sir', 3, 0.9491418106360363)"
220,"('HO', 5, 'Res', 0.01602249826506541);('HO', 3, 'Mfd', 0.4600514795520425);('HO', 6, 'Mrn', -0.5148644955962403);('HO', 4, 'Mrv', -0.6974959409508026);('IH', 'Plr', 4, -0.2673208131000189);('IH', 'Sg', 0, -0.5013277148726552);('HO', 0, 'Mrv', 0.4441800353514831);('IH', 'Osc', 4, -0.9262973591336616);('IH', 'Bfd', 6, -0.4591511605179812);('IH', 'LMx', 4, 0.3287261738943368);('IH', 'Pop', 3, -0.7539412403958774);('IH', 'Sfd', 2, -0.06424463807254033);('HO', 1, 'MX', 0.2677111924528468);('HO', 0, 'Kill', -0.2724174600179652);('IH', 'Blr', 1, -0.1583735735878018)"
221,"('HO', 4, 'Mrv', 0.42479476497457647);('IH', 'Plr', 3, 0.3998528890537769);('IH', 'BDx', 2, 0.5933125682319262);('IH', 'Gen', 1, 0.5358568821285998);('HO', 5, 'Kill', -0.34817808492059177);('IH', 'Blr', 1, -0.7071464490317834);('IH', 'LPF', 6, 0.8392541086620555);('IH', 'Sg', 0, -0.7092259291527507);('IH', 'Ly', 3, 0.7281432972269228);('IH', 'Bfd', 6, 0.3391771756101294);('HO', 6, 'SG', 0.887028297110801);('IH', 'Rnd', 2, -0.5154380171546129);('IH', 'LPF', 2, -0.11044477389318486);('IH', 'Ly', 6, 0.49015163719685506);('HO', 6, 'OSC', 0.5305652236259968)"
222,"('HO', 3, 'Res', -0.6364889117872463);('IH', 'LPF', 0, -0.48345899893416555);('IH', 'LPF', 1, 0.8176951751040562);('HO', 5, 'Mrn', -0.976034619390262);('IH', 'Pfd', 1, -0.027137091862094564);('IH', 'BDy', 1, 0.7153450875516127);('HO', 3, 'MY', 0.2156811612815961);('IH', 'LBf', 3, 0.5528580196561355);('HO', 3, 'MY', 0.4619898660358326);('IH', 'LPF', 5, -0.9991146888302345);('HO', 0, 'SG', 0.9266595413768492);('HO', 1, 'OSC', -0.6362339689428309);('IH', 'Pfd', 5, -0.34367981637270284);('HO', 3, 'Mfd', -0.4653738475796527);('IH', 'LMy', 0, -0.2544857302157921)"
223,"('IH', 'Sir', 6, 0.8629372388202621);('IH', 'Lx', 6, 0.34519790690187757);('HO', 3, 'MY', 0.9144578329061206);('IH', 'Sir', 0, -0.4282671435344292);('IH', 'Gen', 3, 0.8242785697394022);('HO', 3, 'Mfd', -0.47032826879408685);('IH', 'Ly', 0, 0.9172829864785406);('HO', 6, 'MX', 0.835699597074977);('IH', 'Sg', 6, -0.994909512614055);('HO', 1, 'Mrn', -0.33859914279768);('IH', 'LPF', 2, -0.7850328283331383);('IH', 'Age', 6, -0.5315870717479645);('IH', 'LPF', 0, -0.012228504512332039);('HO', 3, 'MX', 0.1856488775265952);('HO', 3, 'Mrn', -0.24955802463060794)"
224,"('HO', 3, 'SG', 0.1677327126448267);('HO', 0, 'MX', 0.22863077856286185);('HO', 0, 'SG', 0.6100448051708263);('IH', 'BDx', 4, 0.5711386223909483);('HO', 2, 'MX', -0.9865887891646892);('IH', 'LBf', 4, -0.09241768727876432);('IH', 'Lx', 0, -0.7454524767091579);('HO', 6, 'MX', -0.09699741399204154);('HO', 2, 'Mfd', -0.7965819185297793);('IH', 'BDy', 0, 0.07841158434673501);('HO', 2, 'Kill', 0.12261872745661373);('HO', 3, 'MY', -0.5718378808967737);('IH', 'Blr', 0, -0.17198171934803064);('IH', 'Rnd', 1, -0.6386279050636028);('IH', 'Bfd', 2, -0.9773574516323946)"
225,"('IH', 'Sg', 3, -0.5142572717311489);('IH', 'Sfd', 4, 0.8074962867244613);('IH', 'Osc', 0, -0.4337031331565291);('IH', 'Sir', 3, 0.42298312677888883);('IH', 'Sg', 1, 0.6797895439627286);('IH', 'Osc', 1, 0.5273586066241633);('HO', 5, 'MY', 0.35101808644842936);('HO', 2, 'SG', 0.679438466147801);('HO', 5, 'SG', -0.5467329258380891);('HO', 6, 'Mfd', 0.7269923949325834);('HO', 6, 'SG', 0.7687360704767687);('HO', 5, 'OSC', 0.5926385167993595);('IH', 'Ly', 6, 0.3890541998117458);('IH', 'Gen', 4, -0.003986858663017845);('HO', 6, 'Mrn', -0.005225101212467775)"
226,"('IH', 'Pop', 4, -0.37249146213399764);('IH', 'Plr', 3, -0.4633339360905495);('HO', 0, 'MRL', -0.6035521809882611);('HO', 4, 'MY', -0.08348096244968417);('HO', 5, 'Mrv', 0.14904109215448513);('HO', 6, 'Mfd', -0.9481299735652222);('HO', 6, 'Res', 0.5348074866717611);('IH', 'Bfd', 6, 0.6615917743120578);('IH', 'Sfd', 3, -0.8084529027529619);('HO', 2, 'Mfd', 0.6606392764627054);('IH', 'LMx', 2, -0.9409017077653592);('HO', 4, 'MX', -0.12496320107606995);('HO', 0, 'MRL', -0.9383253843753578);('HO', 4, 'SG', 0.25621601902415936);('HO', 1, 'Kill', -0.7657395161348002)"
227,"('HO', 3, 'Mrn', 0.9877007323648077);('IH', 'Sfd', 0, 0.16067572211718506);('HO', 1, 'Res', -0.6692467268888695);('IH', 'Age', 3, 0.5864244760813364);('HO', 1, 'Mrv', -0.5250197818830067);('HO', 4, 'MY', 0.7729811470493306);('IH', 'LPF', 6, 0.6399678852258965);('HO', 1, 'Mrn', -0.9496518480104263);('HO', 3, 'Mrv', -0.1203235122739319);('HO', 6, 'Res', -0.267234806274145);('IH', 'Osc', 6, 0.9833828811389729);('HO', 0, 'SG', 0.011671851081483275);('IH', 'Blr', 3, -0.3031808393819202);('HO', 6, 'MRL', 0.7748130041271037);('IH', 'LMx', 5, -0.287285476987875)"
228,"('IH', 'LPF', 3, -0.30927322925341905);('IH', 'Osc', 4, -0.6147473545420263);('HO', 4, 'MX', 0.5925955081087895);('IH', 'Osc', 0, 0.1525230772104753);('HO', 0, 'Res', -0.9910864145525418);('IH', 'Blr', 0, -0.6171931722847985);('HO', 0, 'MY', -0.92171686582545);('IH', 'Age', 6, -0.033168599818446776);('HO', 3, 'Res', 0.6231312006424388);('HO', 3, 'Kill', -0.6394281473895196);('IH', 'BDy', 6, 0.4064841250461355);('IH', 'Sg', 6, 0.5896876092425429);('HO', 0, 'MY', -0.5737343976885061);('IH', 'BD', 1, 0.9620563373885782);('IH', 'LMx', 4, -0.8323118213661969)"
229,"('IH', 'Osc', 5, -0.14533114686822057);('IH', 'LMx', 0, -0.8374792138623846);('IH', 'Pfd', 5, 0.09401155405292871);('IH', 'Pop', 5, 0.33627133809948706);('IH', 'Ly', 2, 0.4613542864018203);('HO', 6, 'Kill', 0.29203410669041063);('HO', 4, 'MY', 0.19539660089604127);('IH', 'LMy', 2, 0.7697605908267537);('IH', 'Gen', 4, 0.6528917895176858);('IH', 'Sg', 2, -0.9861818995667704);('HO', 6, 'Kill', 0.5334748571475452);('HO', 2, 'MRL', 0.6765571940614983);('IH', 'Age', 4, -0.7923619584577091);('HO', 0, 'Mfd', 0.34685024780375784);('IH', 'Pfd', 3, -0.107929511928049)"
230,"('HO', 1, 'Kill', 0.7734239410740111);('IH', 'Age', 5, 0.3634287967960552);('IH', 'Rnd', 0, -6.60489732826619e-05);('IH', 'Pop', 5, -0.18989472656919903);('IH', 'Blr', 6, -0.6965015446006539);('HO', 6, 'Mrn', -0.3693429774410537);('IH', 'LMy', 0, -0.6056959675974722);('IH', 'Pop', 0, -0.7443177499150291);('HO', 2, 'SG', -0.2659404508387635);('HO', 3, 'LPD', -0.47483457835393805);('IH', 'Pop', 2, 0.6577163236660182);('IH', 'Blr', 3, -0.9218672890402411);('HO', 4, 'SG', -0.05137880247172122);('HO', 5, 'Mfd', 0.9145899629992285);('IH', 'BDx', 3, 0.07278852628546484)"
231,"('IH', 'LMy', 2, 0.6518839002478913);('IH', 'Pfd', 0, -0.8342094479866107);('HO', 1, 'MRL', 0.5858941924726186);('HO', 6, 'Mrv', -0.5942347553267999);('IH', 'Pop', 4, 0.10216069880613432);('IH', 'Gen', 5, 0.1711955431139287);('IH', 'Sg', 5, -0.8273168500972483);('HO', 2, 'SG', -0.585830633798061);('HO', 0, 'SG', -0.6361325207820909);('IH', 'Ly', 3, -0.19792734506722187);('IH', 'Pop', 2, -0.5045847628879432);('IH', 'LBf', 6, -0.7152983514616009);('IH', 'Gen', 3, 0.9393303570294551);('IH', 'BDx', 3, -0.389237435845162);('IH', 'Age', 4, -0.33931930010408595)"
